titleType,genres,startYear,weightedRating,totalVotes
movie,"Action,Adventure,Drama",1931,6.161584158,1010
movie,"Action,Adventure,Drama",1932,5.950359712,139
movie,"Action,Adventure,Drama",1933,6.189166667,720
movie,"Action,Adventure,Drama",1934,6.717015707,7640
movie,"Action,Adventure,Drama",1935,6.437166619,3487
movie,"Action,Adventure,Drama",1936,6.32366566,993
movie,"Action,Adventure,Drama",1937,6.2575,280
movie,"Action,Adventure,Drama",1938,6.079358196,1153
movie,"Action,Adventure,Drama",1939,7.343849472,6723
movie,"Action,Adventure,Drama",1940,6.145437616,537
movie,"Action,Adventure,Drama",1941,7.385054712,17912
movie,"Action,Adventure,Drama",1942,6.572893295,3833
movie,"Action,Adventure,Drama",1943,6.6683143,5867
movie,"Action,Adventure,Drama",1944,6.74906428,1229
movie,"Action,Adventure,Drama",1945,6.844926711,7027
movie,"Action,Adventure,Drama",1946,6.812877493,3510
movie,"Action,Adventure,Drama",1947,5.979617834,157
movie,"Action,Adventure,Drama",1948,7.11653362,6514
movie,"Action,Adventure,Drama",1949,6.562612436,2557
movie,"Action,Adventure,Drama",1950,6.186948976,2881
movie,"Action,Adventure,Drama",1951,6.766590104,15238
movie,"Action,Adventure,Drama",1952,6.484196515,4132
movie,"Action,Adventure,Drama",1953,6.33982393,12495
movie,"Action,Adventure,Drama",1954,8.507530081,346902
movie,"Action,Adventure,Drama",1955,6.12795389,347
movie,"Action,Adventure,Drama",1956,7.555093281,6057
movie,"Action,Adventure,Drama",1957,6.800844746,7813
movie,"Action,Adventure,Drama",1958,7.991576772,39676
movie,"Action,Adventure,Drama",1959,6.154742663,2351
movie,"Action,Adventure,Drama",1960,6.25218993,4886
movie,"Action,Adventure,Drama",1961,7.413780112,51226
movie,"Action,Adventure,Drama",1962,6.914776952,10760
movie,"Action,Adventure,Drama",1963,7.216997636,8460
movie,"Action,Adventure,Drama",1964,6.918339478,7323
movie,"Action,Adventure,Drama",1965,7.108465707,5351
movie,"Action,Adventure,Drama",1966,6.705851319,6255
movie,"Action,Adventure,Drama",1967,7.045326002,6365
movie,"Action,Adventure,Drama",1968,6.740074363,11027
movie,"Action,Adventure,Drama",1969,7.317732138,3457
movie,"Action,Adventure,Drama",1970,6.847313372,4876
movie,"Action,Adventure,Drama",1971,6.716231286,13092
movie,"Action,Adventure,Drama",1972,7.193779271,50605
movie,"Action,Adventure,Drama",1973,6.642381433,7928
movie,"Action,Adventure,Drama",1974,6.935092886,4414
movie,"Action,Adventure,Drama",1975,6.053308991,6573
movie,"Action,Adventure,Drama",1976,5.41511254,311
movie,"Action,Adventure,Drama",1977,6.897939662,21744
movie,"Action,Adventure,Drama",1978,7.288727719,200616
movie,"Action,Adventure,Drama",1979,5.978695249,7557
movie,"Action,Adventure,Drama",1980,5.629786188,20345
movie,"Action,Adventure,Drama",1981,5.496928879,1856
movie,"Action,Adventure,Drama",1982,5.7,587
movie,"Action,Adventure,Drama",1983,7.084132082,96213
movie,"Action,Adventure,Drama",1984,6.4,11
movie,"Action,Adventure,Drama",1985,6.977636359,85326
movie,"Action,Adventure,Drama",1986,5.750558471,22293
movie,"Action,Adventure,Drama",1987,4.877123373,3226
movie,"Action,Adventure,Drama",1988,7.264876007,109885
movie,"Action,Adventure,Drama",1989,4.944939966,1166
movie,"Action,Adventure,Drama",1990,6.869538184,22195
movie,"Action,Adventure,Drama",1991,5.663854219,6009
movie,"Action,Adventure,Drama",1992,7.7,161258
movie,"Action,Adventure,Drama",1993,6.544727273,275
movie,"Action,Adventure,Drama",1994,4.950735294,816
movie,"Action,Adventure,Drama",1995,6.6,5122
movie,"Action,Adventure,Drama",1996,6.97440837,193364
movie,"Action,Adventure,Drama",1997,4.2,191
movie,"Action,Adventure,Drama",1998,4.3,1773
