"directors","primaryName","titleType","startYear","weigthedRating"
"nm0001659","Christopher Reeve","tvMovie","2004",7
"nm0001661","Rob Reiner","tvMovie","1974",4.3
"nm0001661","Rob Reiner","tvMovie","1981",5.4
"nm0001661","Rob Reiner","tvMovie","1997",6.1
"nm0001661","Rob Reiner","tvMovie","2004",5.9
"nm0001661","Rob Reiner","tvMovie","2012",7
"nm0001675","Robert Rodriguez","tvMovie","1994",6.6
"nm0001676","Nicolas Roeg","tvMovie","1989",5.7
"nm0001676","Nicolas Roeg","tvMovie","1993",5.7
"nm0001676","Nicolas Roeg","tvMovie","1995",5.5
"nm0001681","George A. Romero","tvMovie","1974",6.3
"nm0001692","Ken Russell","tvMovie","1966",7.2
"nm0001692","Ken Russell","tvMovie","1985",6.7
"nm0001692","Ken Russell","tvMovie","1989",7.25850340136054
"nm0001692","Ken Russell","tvMovie","1990",7.7
"nm0001692","Ken Russell","tvMovie","1991",6.64019975031211
"nm0001692","Ken Russell","tvMovie","1992",7.8
"nm0001692","Ken Russell","tvMovie","1993",7.7
"nm0001692","Ken Russell","tvMovie","1995",8.0015625
"nm0001692","Ken Russell","tvMovie","1996",3.8
"nm0001692","Ken Russell","tvMovie","1998",4.8
"nm0001692","Ken Russell","tvMovie","2002",7.3
"nm0001703","Maximilian Schell","tvMovie","1967",8.3
"nm0001703","Maximilian Schell","tvMovie","1993",5.5
"nm0001707","Paul Schrader","tvMovie","1994",5.6
"nm0001708","Joel Schumacher","tvMovie","1974",5.4
"nm0001708","Joel Schumacher","tvMovie","1979",6.1
"nm0001710","David Schwimmer","tvMovie","1998",5.4
"nm0001710","David Schwimmer","tvMovie","2004",6.34
"nm0001710","David Schwimmer","tvMovie","2005",4.2
"nm0001715","George C. Scott","tvMovie","1970",7.8
"nm0001718","Kyra Sedgwick","tvMovie","2017",6.3
"nm0001718","Kyra Sedgwick","tvMovie","2019",6.8
"nm0001723","Tom Shadyac","tvMovie","1991",4.6
"nm0001723","Tom Shadyac","tvMovie","2003",7
"nm0001726","Helen Shaver","tvMovie","1999",7
"nm0001726","Helen Shaver","tvMovie","2002",5.9
"nm0001726","Helen Shaver","tvMovie","2005",6
"nm0001726","Helen Shaver","tvMovie","2006",6.5
"nm0001737","Martin Short","tvMovie","1993",8.1
"nm0001741","Bryan Singer","tvMovie","2007",5.1
"nm0001741","Bryan Singer","tvMovie","2012",7.5
"nm0001747","Charles Martin Smith","tvMovie","1992",4.6
"nm0001747","Charles Martin Smith","tvMovie","2002",7
"nm0001747","Charles Martin Smith","tvMovie","2005",5.7
"nm0001756","Barry Sonnenfeld","tvMovie","2008",6.88095238095238
"nm0001756","Barry Sonnenfeld","tvMovie","2009",7.5
"nm0001756","Barry Sonnenfeld","tvMovie","2013",7.4
"nm0001756","Barry Sonnenfeld","tvMovie","2014",4.1
"nm0001774","Ben Stiller","tvMovie","1999",7.9
"nm0001774","Ben Stiller","tvMovie","2007",7
"nm0001774","Ben Stiller","tvMovie","2009",3.9
"nm0001775","Whit Stillman","tvMovie","2014",6.3
"nm0001808","Tracey Ullman","tvMovie","2003",6.7
"nm0001828","Melora Walters","tvMovie","2018",5.4
"nm0001829","Rachel Ward","tvMovie","2013",6.9
"nm0001834","Damon Wayans","tvMovie","2009",4.2
"nm0001837","Peter Weir","tvMovie","1968",5.7
"nm0001837","Peter Weir","tvMovie","1969",5.2
"nm0001837","Peter Weir","tvMovie","1979",6.5
"nm0001845","Forest Whitaker","tvMovie","1993",6.4
"nm0001845","Forest Whitaker","tvMovie","1998",5.7
"nm0001851","JoBeth Williams","tvMovie","2000",5.8
"nm0001852","Treat Williams","tvMovie","1994",6.4
"nm0001857","Henry Winkler","tvMovie","1986",7.2
"nm0001874","Franco Zeffirelli","tvMovie","1966",7.6
"nm0001874","Franco Zeffirelli","tvMovie","1982",7.76241900647948
"nm0001874","Franco Zeffirelli","tvMovie","1992",8.2
"nm0001878","David Zucker","tvMovie","2000",3.9
"nm0001880","Edward Zwick","tvMovie","1982",6.46647564469914
"nm0001880","Edward Zwick","tvMovie","1983",7.7
"nm0001880","Edward Zwick","tvMovie","2005",6.9
"nm0001885","Lars von Trier","tvMovie","1988",7.1
"nm0001885","Lars von Trier","tvMovie","2000",3.1
"nm0001901","Chantal Akerman","tvMovie","1980",7.1
"nm0001901","Chantal Akerman","tvMovie","1983",7.1
"nm0001901","Chantal Akerman","tvMovie","1986",7
"nm0001901","Chantal Akerman","tvMovie","2003",6.9
"nm0001901","Chantal Akerman","tvMovie","2009",7.1
"nm0001904","Corey Allen","tvMovie","1971",7.4
"nm0001904","Corey Allen","tvMovie","1973",6.3
"nm0001904","Corey Allen","tvMovie","1979",6.67015873015873
"nm0001904","Corey Allen","tvMovie","1980",6.9
"nm0001904","Corey Allen","tvMovie","1985",5.94
"nm0001904","Corey Allen","tvMovie","1987",6.5710243902439
"nm0001904","Corey Allen","tvMovie","1988",5.6
"nm0001904","Corey Allen","tvMovie","1993",6.4
"nm0001904","Corey Allen","tvMovie","1994",3.82105263157895
"nm0001915","Emile Ardolino","tvMovie","1982",6.34188481675393
"nm0001915","Emile Ardolino","tvMovie","1993",7.2
"nm0001928","Roy Ward Baker","tvMovie","1969",6.2
"nm0001928","Roy Ward Baker","tvMovie","1970",6.6
"nm0001928","Roy Ward Baker","tvMovie","1984",6.3
"nm0001970","Klaus Maria Brandauer","tvMovie","1998",7.7
"nm0002016","William Conrad","tvMovie","1981",6.8
"nm0002030","George Cukor","tvMovie","1975",7.8
"nm0002030","George Cukor","tvMovie","1979",6.8
"nm0002041","Dean Devlin","tvMovie","2011",5.3
"nm0002041","Dean Devlin","tvMovie","2013",5.8
"nm0002044","Roger Donaldson","tvMovie","1971",8
"nm0002045","Stanley Donen","tvMovie","1999",6.8
"nm0002049","Robert Downey Sr.","tvMovie","1973",6.5
"nm0002083","Carl Franklin","tvMovie","2009",6.6
"nm0002086","Lucio Fulci","tvMovie","1989",5.05469644902635
"nm0002087","Samuel Fuller","tvMovie","1959",6.9
"nm0002087","Samuel Fuller","tvMovie","1990",6.2
"nm0002089","Sidney J. Furie","tvMovie","1997",6.5
"nm0002089","Sidney J. Furie","tvMovie","1999",3.7
"nm0002089","Sidney J. Furie","tvMovie","2000",3.3
"nm0002089","Sidney J. Furie","tvMovie","2006",3.8
"nm0002101","Robin Givens","tvMovie","2020",5
"nm0002120","Lasse Hallström","tvMovie","1973",6.8
"nm0002120","Lasse Hallström","tvMovie","1977",3.4
"nm0002120","Lasse Hallström","tvMovie","1981",7.1
"nm0002120","Lasse Hallström","tvMovie","1993",7.5
"nm0002134","Paul Henreid","tvMovie","1969",5
"nm0002137","Arthur Hiller","tvMovie","1963",4.9
"nm0002137","Arthur Hiller","tvMovie","1965",7.4
"nm0002138","Gregory Hines","tvMovie","2002",4.8
"nm0002140","Agnieszka Holland","tvMovie","1976",5.3
"nm0002140","Agnieszka Holland","tvMovie","1977",5.68
"nm0002140","Agnieszka Holland","tvMovie","1987",7.1
"nm0002140","Agnieszka Holland","tvMovie","2001",6.4
"nm0002140","Agnieszka Holland","tvMovie","2006",7.5
"nm0002155","Edward M. Abroms","tvMovie","1975",6.3
"nm0002156","Tengiz Abuladze","tvMovie","1972",8.6
"nm0002159","Alejandro Agresti","tvMovie","1992",8.3
"nm0002166","John A. Alonzo","tvMovie","1979",7.05201465201465
"nm0002166","John A. Alonzo","tvMovie","1980",6.6
"nm0002167","Gianni Amelio","tvMovie","1970",7.3
"nm0002167","Gianni Amelio","tvMovie","1973",6.1
"nm0002167","Gianni Amelio","tvMovie","1976",7.1
"nm0002167","Gianni Amelio","tvMovie","1978",6.8
"nm0002167","Gianni Amelio","tvMovie","1979",7.1
"nm0002171","Franco Amurri","tvMovie","2005",5.8
"nm0002171","Franco Amurri","tvMovie","2007",5.6
"nm0002173","Laurie Anderson","tvMovie","1986",6.2
"nm0002174","Yves Angelo","tvMovie","2014",6.7
"nm0002175","Ken Annakin","tvMovie","1978",6.28324324324324
"nm0002175","Ken Annakin","tvMovie","1979",4.8
"nm0002180","Francesca Archibugi","tvMovie","2004",5.5
"nm0002194","Pupi Avati","tvMovie","2013",7.7
"nm0002194","Pupi Avati","tvMovie","2015",6.2891156462585
"nm0002194","Pupi Avati","tvMovie","2018",7
"nm0002195","Hy Averback","tvMovie","1973",7.4
"nm0002195","Hy Averback","tvMovie","1976",6.58571428571429
"nm0002195","Hy Averback","tvMovie","1977",6.61619047619048
"nm0002195","Hy Averback","tvMovie","1978",5.99101123595506
"nm0002195","Hy Averback","tvMovie","1979",6.1
"nm0002195","Hy Averback","tvMovie","1981",5.0047311827957
"nm0002196","Gabriel Axel","tvMovie","1980",8.3
"nm0002196","Gabriel Axel","tvMovie","1981",5.7
"nm0002206","Kevin Brownlow","tvMovie","1998",7.4
"nm0002206","Kevin Brownlow","tvMovie","2000",7.3
"nm0002206","Kevin Brownlow","tvMovie","2004",7.4
"nm0002207","Richard Franklin","tvMovie","1993",5
"nm0002207","Richard Franklin","tvMovie","1997",6
"nm0002207","Richard Franklin","tvMovie","1999",6.9
"nm0002218","Claude Miller","tvMovie","2000",6.6
"nm0002224","James Moll","tvMovie","2003",4.3
"nm0002224","James Moll","tvMovie","2004",8.4
"nm0002225","Axel Sand","tvMovie","2006",2.4
"nm0002225","Axel Sand","tvMovie","2008",3.3
"nm0002225","Axel Sand","tvMovie","2011",4.9
"nm0002240","Katt Shea","tvMovie","1996",3.3
"nm0002240","Katt Shea","tvMovie","2000",6.3
"nm0002240","Katt Shea","tvMovie","2001",5.4
"nm0002306","Boris Paval Conen","tvMovie","2000",7.6
"nm0002306","Boris Paval Conen","tvMovie","2006",7.6
"nm0002306","Boris Paval Conen","tvMovie","2013",7.6
"nm0002306","Boris Paval Conen","tvMovie","2014",7.2
"nm0002306","Boris Paval Conen","tvMovie","2015",6.4
"nm0002306","Boris Paval Conen","tvMovie","2021",6.6
"nm0002337","Roger Christian","tvMovie","2013",5.2
"nm0002340","Stuart Gordon","tvMovie","1990",5.1
"nm0002349","Kevin Inch","tvMovie","1987",5.7
"nm0002376","David Hare","tvMovie","2011",6.9
"nm0002376","David Hare","tvMovie","2014",6.6
"nm0002376","David Hare","tvMovie","2021",7.1
"nm0002382","Paul Chart","tvMovie","1999",7.4
"nm0002399","Alik Sakharov","tvMovie","2015",7.8
"nm0002403","Todd Baker","tvMovie","1999",6.1
"nm0002413","David Jackson","tvMovie","1991",9.1
"nm0002413","David Jackson","tvMovie","1993",5.3
"nm0002413","David Jackson","tvMovie","1995",5.2
"nm0002413","David Jackson","tvMovie","1996",4.68409542743539
"nm0002413","David Jackson","tvMovie","1997",5
"nm0002413","David Jackson","tvMovie","1998",5.4
"nm0002413","David Jackson","tvMovie","1999",4.5953125
"nm0002413","David Jackson","tvMovie","2000",5.5
"nm0002413","David Jackson","tvMovie","2003",4.4
"nm0002413","David Jackson","tvMovie","2004",5.5
"nm0002413","David Jackson","tvMovie","2005",4.27503949447077
"nm0002413","David Jackson","tvMovie","2008",4.5
"nm0002413","David Jackson","tvMovie","2009",6.3
"nm0002413","David Jackson","tvMovie","2013",9.6
"nm0002413","David Jackson","tvMovie","2015",6.5
"nm0002413","David Jackson","tvMovie","2016",5.4
"nm0002413","David Jackson","tvMovie","2018",5.71520190023753
"nm0002433","Scott Smith","tvMovie","2013",6.1
"nm0002433","Scott Smith","tvMovie","2016",6.6
"nm0002433","Scott Smith","tvMovie","2018",6.7
"nm0002433","Scott Smith","tvMovie","2019",6.4
"nm0002443","Franz Hohler","tvMovie","1975",7.1
"nm0002520","Jeff Mazzola","tvMovie","2003",4.7
"nm0002522","Jonathan Buss","tvMovie","2004",6.4
"nm0002522","Jonathan Buss","tvMovie","2005",8.6
"nm0002522","Jonathan Buss","tvMovie","2009",7.8
"nm0002522","Jonathan Buss","tvMovie","2019",7.7
"nm0002562","Maciek Wszelaki","tvMovie","2001",8.8
"nm0002573","Bill Corcoran","tvMovie","1992",6.2
"nm0002573","Bill Corcoran","tvMovie","1993",5.82056338028169
"nm0002573","Bill Corcoran","tvMovie","1994",5.59322033898305
"nm0002573","Bill Corcoran","tvMovie","1995",6.61818181818182
"nm0002573","Bill Corcoran","tvMovie","1996",5.5
"nm0002573","Bill Corcoran","tvMovie","1997",6.34604105571847
"nm0002573","Bill Corcoran","tvMovie","1998",5.31328671328671
"nm0002573","Bill Corcoran","tvMovie","1999",5.6
"nm0002573","Bill Corcoran","tvMovie","2000",5.7
"nm0002573","Bill Corcoran","tvMovie","2002",4.1
"nm0002573","Bill Corcoran","tvMovie","2005",3.6
"nm0002573","Bill Corcoran","tvMovie","2006",5.2
"nm0002573","Bill Corcoran","tvMovie","2008",3.36127946127946
"nm0002573","Bill Corcoran","tvMovie","2009",3.8
"nm0002573","Bill Corcoran","tvMovie","2019",5.5
"nm0002573","Bill Corcoran","tvMovie","2021",6.13737931034483
"nm0002653","Joe Johnston","tvMovie","2015",8.3
"nm0002699","Xavier Koller","tvMovie","1979",6.2
"nm0002699","Xavier Koller","tvMovie","2006",7.2
"nm0002704","Bill D'Elia","tvMovie","1995",6.33076923076923
"nm0002704","Bill D'Elia","tvMovie","1996",5.2
"nm0002704","Bill D'Elia","tvMovie","2003",7.8
"nm0002705","Elfriede Gaeng","tvMovie","1989",6.3
"nm0002709","Richard Clabaugh","tvMovie","2000",3.7
"nm0002723","Renny Rye","tvMovie","1982",7
"nm0002726","Roger Young","tvMovie","1981",6.8
"nm0002726","Roger Young","tvMovie","1982",6.82222222222222
"nm0002726","Roger Young","tvMovie","1985",6.8096
"nm0002726","Roger Young","tvMovie","1986",7
"nm0002726","Roger Young","tvMovie","1987",6.1
"nm0002726","Roger Young","tvMovie","1990",6.92039355992844
"nm0002726","Roger Young","tvMovie","1991",6.01762962962963
"nm0002726","Roger Young","tvMovie","1993",6.44412556053812
"nm0002726","Roger Young","tvMovie","1994",5
"nm0002726","Roger Young","tvMovie","1996",6.3
"nm0002726","Roger Young","tvMovie","1997",5.95345622119816
"nm0002726","Roger Young","tvMovie","1999",7.3
"nm0002726","Roger Young","tvMovie","2000",6
"nm0002726","Roger Young","tvMovie","2003",6.3
"nm0002726","Roger Young","tvMovie","2004",5.5
"nm0002726","Roger Young","tvMovie","2012",5.4
"nm0002732","Taz Goldstein","tvMovie","2005",8.8
"nm0002744","Chris Baugh","tvMovie","1999",4.9
"nm0002749","Michael Nankin","tvMovie","2006",4.9
"nm0002749","Michael Nankin","tvMovie","2011",5.1
"nm0002749","Michael Nankin","tvMovie","2020",6
"nm0002793","Antony Thomas","tvMovie","1973",8.7
"nm0002793","Antony Thomas","tvMovie","1980",7.7
"nm0002793","Antony Thomas","tvMovie","2001",7.6
"nm0002793","Antony Thomas","tvMovie","2004",7.3
"nm0002793","Antony Thomas","tvMovie","2005",6.3
"nm0002793","Antony Thomas","tvMovie","2010",7.8
"nm0002835","Adam Bernstein","tvMovie","2002",3
"nm0002835","Adam Bernstein","tvMovie","2003",5.12658227848101
"nm0002835","Adam Bernstein","tvMovie","2004",5.45278276481149
"nm0002835","Adam Bernstein","tvMovie","2005",6
"nm0002835","Adam Bernstein","tvMovie","2007",6.075
"nm0002835","Adam Bernstein","tvMovie","2009",7.7
"nm0002835","Adam Bernstein","tvMovie","2011",5.9
"nm0002835","Adam Bernstein","tvMovie","2013",5
"nm0002835","Adam Bernstein","tvMovie","2018",7.4
"nm0002836","Annie Bradley","tvMovie","2020",6.21143654114365
"nm0002836","Annie Bradley","tvMovie","2021",6.5
"nm0002848","Stephan Brenninkmeijer","tvMovie","1996",8.3
"nm0002848","Stephan Brenninkmeijer","tvMovie","2000",8
"nm0002875","Freddie Young","tvMovie","1984",6.7
"nm0002887","Alan Myerson","tvMovie","1977",5.6
"nm0002887","Alan Myerson","tvMovie","1991",5.38132992327366
"nm0002887","Alan Myerson","tvMovie","1996",6.4
"nm0002887","Alan Myerson","tvMovie","2005",4.8
"nm0002903","David Tucker","tvMovie","1987",7.8
"nm0002903","David Tucker","tvMovie","1999",6
"nm0002910","Gianni Lepre","tvMovie","1993",7.6
"nm0002910","Gianni Lepre","tvMovie","2000",8.4
"nm0002910","Gianni Lepre","tvMovie","2007",7.3
"nm0002910","Gianni Lepre","tvMovie","2012",7.1
"nm0002923","Ezekiel Norton","tvMovie","2003",6.7
"nm0002923","Ezekiel Norton","tvMovie","2005",6.6
"nm0002923","Ezekiel Norton","tvMovie","2015",5.5
"nm0002927","Michael Hofstein","tvMovie","1974",8
"nm0002953","Judith Vogelsang","tvMovie","1997",4.8
"nm0002953","Judith Vogelsang","tvMovie","2006",8.8
"nm0002973","Lev L. Spiro","tvMovie","1994",5.03343848580442
"nm0002973","Lev L. Spiro","tvMovie","1996",5.7
"nm0002973","Lev L. Spiro","tvMovie","2006",8.8
"nm0002973","Lev L. Spiro","tvMovie","2008",5.9
"nm0002973","Lev L. Spiro","tvMovie","2009",6.2
"nm0002973","Lev L. Spiro","tvMovie","2010",6.6
"nm0002973","Lev L. Spiro","tvMovie","2021",6.2
"nm0002978","Florian Gärtner","tvMovie","1993",6.9
"nm0002978","Florian Gärtner","tvMovie","1996",7.3
"nm0002978","Florian Gärtner","tvMovie","1999",7.1
"nm0002978","Florian Gärtner","tvMovie","2003",4.9
"nm0002978","Florian Gärtner","tvMovie","2005",4.5
"nm0002978","Florian Gärtner","tvMovie","2007",6.6
"nm0002978","Florian Gärtner","tvMovie","2008",5.9
"nm0002978","Florian Gärtner","tvMovie","2011",4.9
"nm0002978","Florian Gärtner","tvMovie","2012",6.34354838709677
"nm0002978","Florian Gärtner","tvMovie","2014",6
"nm0002978","Florian Gärtner","tvMovie","2017",6.1
"nm0002978","Florian Gärtner","tvMovie","2018",4.94583333333333
"nm0002989","Andrew Stevens","tvMovie","1996",3.9
"nm0002990","Dianah Wynter","tvMovie","1999",6.1
"nm0003022","Lee Rose","tvMovie","1998",6.8
"nm0003022","Lee Rose","tvMovie","2000",6.6
"nm0003022","Lee Rose","tvMovie","2001",6.10934065934066
"nm0003022","Lee Rose","tvMovie","2003",6
"nm0003022","Lee Rose","tvMovie","2004",6.6
"nm0003022","Lee Rose","tvMovie","2012",6.7
"nm0003029","Isabelle Broué","tvMovie","2000",6.9
"nm0003031","Caroline Thompson","tvMovie","2001",5.8
"nm0003061","Alan Dinehart","tvMovie","1950",7.1
"nm0003061","Alan Dinehart","tvMovie","1953",8.2
"nm0003080","Rachel Talalay","tvMovie","2003",5.5
"nm0003080","Rachel Talalay","tvMovie","2006",6.4
"nm0003080","Rachel Talalay","tvMovie","2012",5.2
"nm0003080","Rachel Talalay","tvMovie","2014",4.1
"nm0003080","Rachel Talalay","tvMovie","2016",6.7
"nm0003088","Chris Noonan","tvMovie","1978",6.5
"nm0003088","Chris Noonan","tvMovie","1988",7.5
"nm0003094","Martin Faltýn","tvMovie","1994",7.2
"nm0003116","Anthony C. Ferrante","tvMovie","2013",3.3
"nm0003116","Anthony C. Ferrante","tvMovie","2014",4
"nm0003116","Anthony C. Ferrante","tvMovie","2015",4.1
"nm0003116","Anthony C. Ferrante","tvMovie","2016",3.9
"nm0003116","Anthony C. Ferrante","tvMovie","2017",3.95728077232502
"nm0003116","Anthony C. Ferrante","tvMovie","2018",3.5
"nm0003116","Anthony C. Ferrante","tvMovie","2020",5.72292993630573
"nm0003126","Dan Appel","tvMovie","2006",7.5
"nm0003126","Dan Appel","tvMovie","2007",6.7
"nm0003128","David Jablin","tvMovie","1993",7
"nm0003128","David Jablin","tvMovie","1997",5
"nm0003131","Jon Kroll","tvMovie","1995",4.6
"nm0003131","Jon Kroll","tvMovie","1999",7.3
"nm0003150","Michael Katleman","tvMovie","1993",6.1
"nm0003150","Michael Katleman","tvMovie","1994",5.3
"nm0003150","Michael Katleman","tvMovie","1996",4.9
"nm0003150","Michael Katleman","tvMovie","2000",6
"nm0003150","Michael Katleman","tvMovie","2005",4.5
"nm0003152","Sean McGinly","tvMovie","2012",5.8
"nm0003163","Tucker Gates","tvMovie","2000",6
"nm0003163","Tucker Gates","tvMovie","2007",8.5
"nm0003163","Tucker Gates","tvMovie","2008",8.4
"nm0003164","John Brownlow","tvMovie","1998",8.8
"nm0003167","Jace Alexander","tvMovie","2001",5.8
"nm0003167","Jace Alexander","tvMovie","2004",5.2
"nm0003167","Jace Alexander","tvMovie","2010",8.7
"nm0003167","Jace Alexander","tvMovie","2011",5.1
"nm0003167","Jace Alexander","tvMovie","2013",6.3
"nm0003167","Jace Alexander","tvMovie","2014",8.4
"nm0003167","Jace Alexander","tvMovie","2015",6.8
"nm0003178","Andy Picheta","tvMovie","1998",6.8
"nm0003180","David S. Cass Sr.","tvMovie","1999",5.4
"nm0003180","David S. Cass Sr.","tvMovie","2002",6.27351215423303
"nm0003180","David S. Cass Sr.","tvMovie","2003",6.57310409797456
"nm0003180","David S. Cass Sr.","tvMovie","2004",5.55025839793282
"nm0003180","David S. Cass Sr.","tvMovie","2005",5.99468911917098
"nm0003180","David S. Cass Sr.","tvMovie","2006",5.5
"nm0003180","David S. Cass Sr.","tvMovie","2007",5.64572538860104
"nm0003180","David S. Cass Sr.","tvMovie","2008",5.3
"nm0003180","David S. Cass Sr.","tvMovie","2009",6.48877674606379
"nm0003180","David S. Cass Sr.","tvMovie","2010",7
"nm0003180","David S. Cass Sr.","tvMovie","2011",5.96319663512093
"nm0003180","David S. Cass Sr.","tvMovie","2012",6.7
"nm0003180","David S. Cass Sr.","tvMovie","2013",5.8253873659118
"nm0003180","David S. Cass Sr.","tvMovie","2015",6.3
"nm0003180","David S. Cass Sr.","tvMovie","2017",5.95615384615385
"nm0003201","Tim Sullivan","tvMovie","1991",6.7
"nm0003201","Tim Sullivan","tvMovie","2007",6.6
"nm0003215","Warren Yeager","tvMovie","2009",8.5
"nm0003218","Alain Robillard","tvMovie","2005",5.4
"nm0003218","Alain Robillard","tvMovie","2006",5.2
"nm0003218","Alain Robillard","tvMovie","2007",5.51428571428571
"nm0003229","Roger Cardinal","tvMovie","1997",6.4
"nm0003289","John Putch","tvMovie","1997",5
"nm0003289","John Putch","tvMovie","2003",6.4
"nm0003289","John Putch","tvMovie","2005",4.4
"nm0003289","John Putch","tvMovie","2006",6.3
"nm0003289","John Putch","tvMovie","2021",6.5
"nm0003306","Jeff Freilich","tvMovie","1998",5.6
"nm0003306","Jeff Freilich","tvMovie","2000",4.8
"nm0003313","Lynne Littman","tvMovie","1996",6.7
"nm0003313","Lynne Littman","tvMovie","1999",6.83918305597579
"nm0003328","Peter Foldy","tvMovie","1996",5
"nm0003328","Peter Foldy","tvMovie","2019",4.7
"nm0003343","Rob Schmidt","tvMovie","2001",7.2
"nm0003343","Rob Schmidt","tvMovie","2018",5.02188449848024
"nm0003358","Ted Haimes","tvMovie","1999",8
"nm0003358","Ted Haimes","tvMovie","2000",6.3
"nm0003398","Loni Peristere","tvMovie","2017",5.6
"nm0003400","Joram Lürsen","tvMovie","1998",5.8
